"","study","es_id","yi",".g","precalc_g","vi","sei","wf_1","wf_2","wf_3","wf_4","wf_5","wf_6","wf_7","wf_8","sample_size","...1","notes","condition_arm1","condition_arm2","descr_arm1","descr_arm2","multi_arm1","multi_arm2","...10","...11","primary_calc","outcome_type","outcome_domain","time","time_weeks","instrument","rating","sample","mean_arm1","mean_arm2","sd_arm1","sd_arm2","n_arm1","n_arm2","baseline_m_arm1","baseline_sd_arm1","baseline_n_arm1","baseline_m_arm2","baseline_sd_arm2","baseline_n_arm2","dich","dich_type","event_arm1","event_arm2","totaln_arm1","totaln_arm2","change","mean_change_arm1","mean_change_arm2","sd_change_arm1","sd_change_arm2","n_change_arm1","n_change_arm2","other_statistic","precalc_g_se","rand_arm1","rand_arm2","n_drop_study1","n_drop_study2","year","comorbid_me0tal","format","format_spec","program_arm1","support","initial_screening","forum","n_sessions_planned","X0_sessio0s_received","country","income_level","age_group","mean_age","percent_women","recruitment","diagnosis","target_group","...70","sg","ac","ba","itt","rob","other_target","Reference","Domain1_rob2","Domain2_rob2","Domain3_rob2","Domain4_rob2","Domain5_rob2","Totalscore_rob2","self.guided.checked","time_weeks_num",".id",".g_se",".log_rr",".log_rr_se",".event_arm1",".event_arm2",".totaln_arm1",".totaln_arm2"
"141","Lappalainen, 2015",141,0.624742320898388,-0.624742320898388,NA,0.110913574743826,0.33303689697063,"website","guided","adul","cbt-based","wl","mdd","some concerns","post",38,"1",NA,"3rd","wl",NA,NA,NA,NA,NA,NA,1,"msd","depression","post",7,"bdi-2","self-report",0,13.34,17.85,6.75,7.34,18,20,"22.11","7.79",19,"20.65","6.8",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,20,"1","0",2015,0,"gsh",2,"Good Life Compass",5,1,0,"6","NA","eu","high","adul","51.9","0.72","com","mdd","adul",NA,"0","1","sr","1",3,NA,"Lappalainen P, Langrial S, Oinas-Kukkonen H, Tolvanen A, Lappalainen R. Web-based acceptance and commitment therapy for depressive symptoms with minimal support: A randomized controlled trial. Behavior modification. 2015;39(6):805-34.","Low risk","Low risk","Low risk","Low risk","Some concerns","Some concerns",NA,7,"Lappalainen_2015_msd_bdi-2_post_7_self-report_3rd_wl_NA_NA",0.33303689697063,NA,NA,NA,NA,NA,NA
"142","Lobner, 2018",142,0.0806034925924157,-0.0806034925924157,NA,0.00744942919122774,0.0863100758383848,"website","minimal to no support","adul","cbt-based","cau","mood","some concerns","post",542,"1",NA,"cbt","cau","MoodGym",NA,NA,NA,NA,NA,1,"msd","depression","post",6,"bdi-2","self-report",0,18.2,19.1,9.6,12.29,246,296,"23.6","10.95",320,"20.399999999999999","11.99",327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,320,327,"62","21",2018,0,"ush",2,"MoodGym",0,1,0,"5","NA","eu","high","adul","43.89","0.68469999999999998","clin","mood","adul",NA,"1","1","sr","1",4,NA,"Löbner, M., Pabst, A., Stein, J., Dorow, M., Matschinger, H., Luppa, M., Maroß, A., Kersting, A., König, H. H., & Riedel-Heller, S. G. Computerized cognitive behavior therapy for patients with mild to moderately severe depression in primary care: A pragmatic cluster randomized controlled trial (@ktiv). J Affect Disord, 238, 317-326. https://www.sciencedirect.com/science/article/abs/pii/S0165032718305159?via%3Dihub","Some concerns","Low risk","Low risk","Low risk","Low risk","Some concerns",NA,6,"Lobner_2018_msd_bdi-2_post_6_self-report_cbt_cau_NA_NA",0.0863100758383848,NA,NA,NA,NA,NA,NA
"143","Lobner, 2018",143,0.172683941406554,-0.172683941406554,NA,0.00851060212870399,0.0922529247704591,"website","minimal to no support","adul","cbt-based","cau","mood","some concerns","follow-up",479,NA,NA,"cbt","cau","MoodGym",NA,NA,NA,NA,NA,1,"msd","depression","fu1",24,"bdi-2","self-report",0,14.2,17,11.09,19.25,210,269,"23.6","10.95",320,"20.399999999999999","11.99",327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,320,327,"98","40",2018,0,"ush",2,"MoodGym",0,1,0,"5","NA","eu","high","adul","43.89","0.68469999999999998","clin","mood","adul",NA,"1","1","sr","1",4,NA,"Löbner, M., Pabst, A., Stein, J., Dorow, M., Matschinger, H., Luppa, M., Maroß, A., Kersting, A., König, H. H., & Riedel-Heller, S. G. Computerized cognitive behavior therapy for patients with mild to moderately severe depression in primary care: A pragmatic cluster randomized controlled trial (@ktiv). J Affect Disord, 238, 317-326. https://www.sciencedirect.com/science/article/abs/pii/S0165032718305159?via%3Dihub","Some concerns","Low risk","Low risk","Low risk","Low risk","Some concerns",NA,24,"Lobner_2018_msd_bdi-2_fu1_24_self-report_cbt_cau_NA_NA",0.0922529247704591,NA,NA,NA,NA,NA,NA
"144","Lobner, 2018",144,0,0,NA,0.00729994700582936,0.0854397273276861,"website","minimal to no support","adul","cbt-based","cau","mood","some concerns","post",551,NA,NA,"cbt","cau","MoodGym",NA,NA,NA,NA,NA,1,"msd","depression","post",6,"phq-9","self-report",0,9.5,9.5,4.88999999999999,7.02,255,296,"12.6","7.3",320,"10.7","7.38",327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,320,327,"62","21",2018,0,"ush",2,"MoodGym",0,1,0,"5","NA","eu","high","adul","43.89","0.68469999999999998","clin","mood","adul",NA,"1","1","sr","1",4,NA,"Löbner, M., Pabst, A., Stein, J., Dorow, M., Matschinger, H., Luppa, M., Maroß, A., Kersting, A., König, H. H., & Riedel-Heller, S. G. Computerized cognitive behavior therapy for patients with mild to moderately severe depression in primary care: A pragmatic cluster randomized controlled trial (@ktiv). J Affect Disord, 238, 317-326. https://www.sciencedirect.com/science/article/abs/pii/S0165032718305159?via%3Dihub","Some concerns","Low risk","Low risk","Low risk","Low risk","Some concerns",NA,6,"Lobner_2018_msd_phq-9_post_6_self-report_cbt_cau_NA_NA",0.0854397273276861,NA,NA,NA,NA,NA,NA
"145","Lobner, 2018",145,0.135023040956015,-0.135023040956015,NA,0.00837986559919863,0.0915416058369014,"website","minimal to no support","adul","cbt-based","cau","mood","some concerns","follow-up",484,NA,NA,"cbt","cau","MoodGym",NA,NA,NA,NA,NA,1,"msd","depression","fu1",24,"phq-9","self-report",0,7.6,8.6,6,8.35,216,268,"12.6","7.3",320,"10.7","7.38",327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,320,327,"98","40",2018,0,"ush",2,"MoodGym",0,1,0,"5","NA","eu","high","adul","43.89","0.68469999999999998","clin","mood","adul",NA,"1","1","sr","1",4,NA,"Löbner, M., Pabst, A., Stein, J., Dorow, M., Matschinger, H., Luppa, M., Maroß, A., Kersting, A., König, H. H., & Riedel-Heller, S. G. Computerized cognitive behavior therapy for patients with mild to moderately severe depression in primary care: A pragmatic cluster randomized controlled trial (@ktiv). J Affect Disord, 238, 317-326. https://www.sciencedirect.com/science/article/abs/pii/S0165032718305159?via%3Dihub","Some concerns","Low risk","Low risk","Low risk","Low risk","Some concerns",NA,24,"Lobner_2018_msd_phq-9_fu1_24_self-report_cbt_cau_NA_NA",0.0915416058369014,NA,NA,NA,NA,NA,NA
"146","Lokman, 2017",146,0.386733093947699,-0.386733093947699,NA,0.0123865127026439,0.111294711027272,"website","automated encouragement","adul","cbt-based","wl","cut","some concerns","post",329,"1",NA,"cbt","wl","CDMIs",NA,NA,NA,NA,NA,1,"msd","depression","post",12,"IDS-SR","self-report",1,20.35,24.04,10.15,8.84,165,164,"25.69","8.2200000000000006",165,"24.91","8.32",164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165,164,"68","24",2017,0,"ush",2,"complaint directed mood interventions (CDMIs)",3,0,0,"4","NA","eu","high","adul","43","0.75700000000000001","com","cut","adul",NA,"1","1","sr","1",4,NA,"Lokman, S., Leone, S., Sommers-Spijkerman, M., Poel, A., Smit, F., & Boon, B. (2017). Complaint-Directed Mini-Interventions for Depressive Complaints: a Randomized Controlled Trial of Unguided Web-Based Self-Help Interventions [Randomized Controlled Trial]. Journal of Medical Internet Research, 19(1), e4. http://onlinelibrary.wiley.com/o/cochrane/clcentral/articles/428/CN-01401428/frame.html","Low risk","Low risk","Some concerns","Low risk","Low risk","Some concerns",NA,12,"Lokman_2017_msd_IDS-SR_post_12_self-report_cbt_wl_NA_NA",0.111294711027272,NA,NA,NA,NA,NA,NA
"147","Lu, 2021",147,0.664809812398974,-0.664809812398974,NA,0.121744897672262,0.348919614914756,"website","guided","adul","cbt-based","wl","cut","high risk","post",35,"1","fu cannot be used because wl started treatmet","cbt","wl",NA,NA,NA,NA,NA,NA,1,"msd","depression","post",5,"phq-9","self-report",0,7.63,11.84,6.05,6.3,16,19,"11.95","6.03",29,"12.78","6.76",24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,24,"13","5",2021,0,"gsh",2,"Thrive adaptation",5,1,0,"6","4.09","oth","high","adul","33.1","0.47","clin","cut","adul",NA,"1","0","sr","1",3,NA,"Lu, S. H. X., Assudani, H. A., Kwek, T. R. R., Ng, S. W. H., Teoh, T. E. L., & Tan, G. C. Y. (2021). A Randomised Controlled Trial of Clinician-Guided Internet-Based Cognitive Behavioural Therapy for Depressed Patients in Singapore. Front Psychol, 12, 668384. https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8359863/pdf/fpsyg-12-668384.pdf","Some concerns","Low risk","High risk","Low risk","Some concerns","High risk",NA,5,"Lu_2021_msd_phq-9_post_5_self-report_cbt_wl_NA_NA",0.348919614914756,NA,NA,NA,NA,NA,NA
"148","Lukas, 2021",148,1.21412248671322,-1.21412248671322,NA,0.0617940731628667,0.248584136989605,"mobile","automated encouragement","adul","not-cbt-based","wl","cut","high risk","post",77,"1",NA,"other psy","wl","Approach-avoidance modification training+ CBT",NA,NA,NA,NA,NA,1,"msd","depression","post",2,"phq-9","self-report",1,8.11,13.48,4.07,4.69,40,37,"11.65","5.27",40,"14.87","4.43",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,37,"13","1",2021,0,"ush",1,"mentalis Phoenix (MT-Phoenix)",2,0,0,"13","5.89","eu","high","adul","29.86","0.72729999999999995","com","cut","adul",NA,"1","0","sr","1",3,NA,"Lukas, C. A., Eskofier, B., & Berking, M. A Gamified Smartphone-Based Intervention for Depression: Randomized Controlled Pilot Trial. JMIR Ment Health, 8(7), e16643.","high risk","Low risk","High risk","Low risk","Some concerns","High risk",NA,2,"Lukas_2021_msd_phq-9_post_2_self-report_otherpsy_wl_NA_NA",0.248584136989605,NA,NA,NA,NA,NA,NA
"149","Lundgren, 2016",149,0.265276714488291,-0.265276714488291,NA,0.0807263556116015,0.284123838513423,"website","guided","med","cbt-based","wl","cut","some concerns","post",50,"1",NA,"cbt","wl",NA,"online discussion forum/waiting list",NA,NA,NA,NA,1,"msd","depression","post",9,"phq-9","self-report",1,8.6,9.8,4.6,4.3,25,25,"10.8","5.7",25,"10.6","5",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,25,"4","5",2016,0,"gsh",2,"icbt",5,1,0,"7","4","eu","High","old","62.9","0.42","oth","cut","med",NA,"1","1","sr","1",4,NA,"Lundgren JG, Dahlstrom O, Andersson G, Jaarsma T, Karner Kohler A, Johansson P. The effect of guided web-based cognitive behavioral therapy on patients with depressive symptoms and heart failure: A pilot randomized controlled trial. Journal of Medical Internet Research. 2016;18(8):e194.","Low risk","Low risk","Some concerns","Low risk","Low risk","Some concerns",NA,9,"Lundgren_2016_msd_phq-9_post_9_self-report_cbt_wl_NA_NA",0.284123838513423,NA,NA,NA,NA,NA,NA
"150","MacKinnon, 2022",150,0.514651001189649,-0.514651001189649,NA,0.172164738515256,0.414927389449354,"mobile","guided","other group","not-cbt-based","cau","cut","high risk","post",NA,"1","I have extracted dich but Yves change","other psy","cau","unified protocol",NA,NA,NA,NA,NA,1,"dich","depression","post",10,"phq-9","self-report",0,NA,NA,NA,NA,NA,NA,"16.27","4.2699999999999996",33,"15.69","3.8",32,"remission","reduction of => 5 points on PHQ-9",11,17,14,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,32,"15","3",2022,0,"gsh",1,"BEAM",5,0,1,"5","NA","can","high","adul","33.840000000000003","1","com","cut","oth",NA,"1","1","sr","1",4,NA,"MacKinnon, A. L., Simpson, K. M., Salisbury, M. R., Bobula, J., Penner-Goeke, L., Berard, L., Rioux, C., Giesbrecht, G. F., Giuliano, R., Lebel, C., Protudjer, J. L. P., Reynolds, K., Sauer-Zavala, S., Soderstrom, M., Tomfohr-Madsen, L. M., & Roos, L. E. (2022). Building Emotional Awareness and Mental Health (BEAM): A Pilot Randomized Controlled Trial of an App-Based Program for Mothers of Toddlers. Front Psychiatry, 13, 880972. https://doi.org/doi:10.3389/fpsyt.2022.880972","Low risk","Low risk","High risk","Low risk","Low risk","High risk",NA,10,"MacKinnon_2022_dich_phq-9_post_10_self-report_otherpsy_cau_NA_NA",0.414927389449354,0.29292042911337,0.209335353611363,11,17,14,29
"151","MacLean, 2020",151,0.170454545454545,-0.170454545454545,NA,0.043174548844114,0.207784861922408,"website","guided","adul","not-cbt-based","other ctr","cut","low risk","post",93,"1",NA,"other psy","other ctr","problem solving and BA","psychoeducation",NA,NA,NA,NA,1,"msd","depression","post",12,"phq-9","self-report",0,11.3,12.4,6.4,6.4,47,46,"14.9","6",47,"15.4","5.4",48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,48,"4","8",2020,0,"gsh",2,"The Journal",5,0,0,"9","5","can","high","adul","43.5","83","clin","cut","adul",NA,"0","1","sr","1",3,NA,"MacLean, S., Corsi, D. J., Litchfield, S., Kucharski, J., Genise, K., Selaman, Z., Testa, V., & Hatcher, S. (2020). Coach-Facilitated Web-Based Therapy Compared With Information About Web-Based Resources in Patients Referred to Secondary Mental Health Care for Depression: Randomized Controlled Trial. Journal of medical Internet research, 22(6), e15001. https://doi.org/10.2196/15001","Low risk","Low risk","Low risk","Low risk","Low risk","Low risk",NA,12,"MacLean_2020_msd_phq-9_post_12_self-report_otherpsy_otherctr_NA_NA",0.207784861922408,NA,NA,NA,NA,NA,NA
"152","Meyer, 2015",152,0.566846690904487,-0.566846690904487,NA,0.0255801099938633,0.159937831653,"website","automated encouragement","adul","cbt-based","wl","cut","some concerns","post",163,"1",NA,"cbt","wl","Deprexis",NA,NA,NA,NA,NA,1,"msd","depression","post",12,"phq-9","self-report",1,10.08,13.64,6.37,6.14,78,85,"16.62","3.44",78,"17.2","3.86",85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,85,"17","12",2015,0,"ush",2,"Deprexis",2,1,0,"10","NA","eu","high","adul","42","0.748","oth","cut","adul",NA,"1","1","sr","1",4,NA,"Meyer, B., Bierbrodt, J., Schröder, J., Berger, T., Beevers, C. G., Weiss, M., Jacob, G., Späth, C., Andersson, G., Lutz, W., Hautzinger, M., Löwe, B., Rose, M., Hohagen, F., Caspar, F., Greiner, W., Moritz, S., & Klein, J. P. (2015). Effects of an Internet intervention (Deprexis) on severe depression symptoms: Randomized controlled trial. Internet Interventions, 2(1), 48-59. https://www.embase.com/search/results?subaction=viewrecord&id=L601139342&from=export http://dx.doi.org/10.1016/j.invent.2014.12.003","Low risk","Low risk","Some concerns","Low risk","Some concerns","Some concerns",NA,12,"Meyer_2015_msd_phq-9_post_12_self-report_cbt_wl_NA_NA",0.159937831653,NA,NA,NA,NA,NA,NA
"153","Meyer, 2015",153,0.331625207643018,-0.331625207643018,NA,0.0249257362274907,0.157878865677109,"website","automated encouragement","adul","cbt-based","wl","cut","some concerns","follow-up",163,NA,NA,"cbt","wl","Deprexis",NA,NA,NA,NA,NA,1,"msd","depression","fu1",24,"phq-9","self-report",1,11.28,13.39,6.04,6.59,78,85,"16.62","3.44",78,"17.2","3.86",85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,85,"21","24",2015,0,"ush",2,"Deprexis",2,1,0,"10","NA","eu","high","adul","42","0.748","oth","cut","adul",NA,"1","1","sr","1",4,NA,"Meyer, B., Bierbrodt, J., Schröder, J., Berger, T., Beevers, C. G., Weiss, M., Jacob, G., Späth, C., Andersson, G., Lutz, W., Hautzinger, M., Löwe, B., Rose, M., Hohagen, F., Caspar, F., Greiner, W., Moritz, S., & Klein, J. P. (2015). Effects of an Internet intervention (Deprexis) on severe depression symptoms: Randomized controlled trial. Internet Interventions, 2(1), 48-59. https://www.embase.com/search/results?subaction=viewrecord&id=L601139342&from=export http://dx.doi.org/10.1016/j.invent.2014.12.003","Low risk","Low risk","Some concerns","Low risk","Some concerns","Some concerns",NA,24,"Meyer_2015_msd_phq-9_fu1_24_self-report_cbt_wl_NA_NA",0.157878865677109,NA,NA,NA,NA,NA,NA
"154","Meyer, 2019",154,0.536913322822112,-0.536913322822112,NA,0.0207261877219962,0.14396592555878,"website","minimal to no support","med","cbt-based","wl","mood","some concerns","post",200,"1",NA,"cbt","wl","eCBT tailored for epilepsy",NA,NA,NA,NA,NA,1,"msd","depression","post",12,"PHQ-9","self-report",1,10.42,12.73,4.38,4.19,100,100,"14.74","3",100,"15.27","3.35",100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,"27","19",2019,0,"ush",2,"Emyna",0,1,0,"5","NA","eu","high","adul","40.299999999999997","0.63500000000000001","com","mood","med",NA,"1","1","sr","1",4,NA,"Meyer, B., Weiss, M., Holtkamp, M., Arnold, S., Brückner, K., Schröder, J., Scheibe, F., & Nestoriuc, Y. Effects of an epilepsy-specific Internet intervention (Emyna) on depression: Results of the ENCODE randomized controlled trial. Epilepsia, 60(4), 656-668. https://onlinelibrary.wiley.com/doi/10.1111/epi.14673","Low risk","Low risk","Some concerns","Low risk","Some concerns","Some concerns",NA,12,"Meyer_2019_msd_PHQ-9_post_12_self-report_cbt_wl_NA_NA",0.14396592555878,NA,NA,NA,NA,NA,NA
"155","Meyer, 2019",155,0.50762007944818,-0.50762007944818,NA,0.0206491097404864,0.143697980989597,"website","minimal to no support","med","cbt-based","wl","mood","some concerns","post",200,NA,NA,"cbt","wl","eCBT tailored for epilepsy",NA,NA,NA,NA,NA,1,"msd","depression","post",12,"NDDIE","self-report",1,14.35,16.02,3.4,3.15,100,100,"17.01","3.03",100,"17.3","2.84",100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,"27","19",2019,0,"ush",2,"Emyna",0,1,0,"5","NA","eu","high","adul","40.299999999999997","0.63500000000000001","com","mood","med",NA,"1","1","sr","1",4,NA,"Meyer, B., Weiss, M., Holtkamp, M., Arnold, S., Brückner, K., Schröder, J., Scheibe, F., & Nestoriuc, Y. Effects of an epilepsy-specific Internet intervention (Emyna) on depression: Results of the ENCODE randomized controlled trial. Epilepsia, 60(4), 656-668. https://onlinelibrary.wiley.com/doi/10.1111/epi.14673","Low risk","Low risk","Some concerns","Low risk","Some concerns","Some concerns",NA,12,"Meyer_2019_msd_NDDIE_post_12_self-report_cbt_wl_NA_NA",0.143697980989597,NA,NA,NA,NA,NA,NA
"156","Milgrom, 2016",156,0.828511190386603,-0.828511190386603,NA,0.101357468313636,0.318366876910328,"website","human encouragement","ppd","cbt-based","cau","mood","low risk","post",43,"1",NA,"cbt","cau",NA,NA,NA,NA,NA,NA,1,"msd","depression","post",12,"bdi-2","self-report",1,14.5,23,12.2,7.5,21,22,"25.3","6.4",21,"26.3","8.6",22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,22,"2","0",2016,0,"ush",2,"MumMoodBooster",4,1,1,"6","5.7","au","high","adul","31.6","1","com","mood","ppd",NA,"1","1","sr","1",4,NA,"Milgrom J, Danaher BG, Gemmill AW, Holt C, Holt CJ, Seeley JR, et al. Internet cognitive behavioral therapy for women with postnatal depression: A randomized controlled trial of MumMoodBooster. Journal of Medical Internet Research. 2016;18(3):e54.","Low risk","Low risk","Low risk","Low risk","Low risk","Low risk",NA,12,"Milgrom_2016_msd_bdi-2_post_12_self-report_cbt_cau_NA_NA",0.318366876910328,NA,NA,NA,NA,NA,NA
"157","Milgrom, 2021",157,0.746807148310505,-0.746807148310505,NA,0.0556521616089713,0.235907103769622,"website","human encouragement","ppd","cbt-based","cau","mood","low risk","post",77,"1",NA,"cbt","cau",NA,NA,"cbt (i-cbt)","cau",NA,NA,1,"msd","depression","post",12,"bdi-2","self-report",1,11.63,18.85,8.96,10.16,39,38,"28.1","7.91",39,"29.97","8.76",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,38,"7","5",2021,0,"ush",2,"MumMoodBooster",4,1,0,"6","5.6","au","high","adul","32.1","1","com","mood","ppd",NA,"1","1","1","1",4,NA,"Milgrom, J., Danaher, B. G., Seeley, J. R., Holt, C. J., Holt, C., Ericksen, J., Tyler, M. S., Gau, J. M., & Gemmill, A. W. (2021). Internet and Face-to-face Cognitive Behavioral Therapy for Postnatal Depression Compared With Treatment as Usual: Randomized Controlled Trial of MumMoodBooster. J Med Internet Res, 23(12), e17185. https://doi.org/10.2196/17185 
","Low risk","Low risk","Low risk","Low risk","Low risk","Low risk",NA,12,"Milgrom_2021_msd_bdi-2_post_12_self-report_cbt_cau_cbt(i-cbt)_cau",0.235907103769622,NA,NA,NA,NA,NA,NA
"158","Moeini, 2019",158,0.194493350203158,-0.194493350203158,NA,0.0313995428008922,0.177199161400082,"website","guided","young","cbt-based","cau","cut","some concerns","post",128,"1","not sure if control is itt data","cbt","cau",NA,NA,NA,NA,NA,NA,1,"msd","depression","post",12,"ces-d","self-report",1,18.5,21.4,14,15.6,64,64,"24.6","11.7",64,"22.3","11.8",64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,64,"8","4",2019,0,"gsh",2,"DAD",5,0,1,"7","NA","oth","lower middle","adol","16.350000000000001","1","com","cut","stud",NA,"?","?","sr","1",2,NA,"Moeini, B., Bashirian, S., Soltanian, A. R., Ghaleiha, A., & Taheri, M. Examining the Effectiveness of a Web-Based Intervention for Depressive Symptoms in Female Adolescents: Applying Social Cognitive Theory. J Res Health Sci, 19(3), e00454. https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7183555/pdf/jrhs-19-e00454.pdf","Some concerns","Low risk","Some concerns","Low risk","Low risk","Some concerns",NA,12,"Moeini_2019_msd_ces-d_post_12_self-report_cbt_cau_NA_NA",0.177199161400082,NA,NA,NA,NA,NA,NA
